Book,Chapter,Verse,Scripture
43,14,11,"Hari'a vakajari'da bana hida kodivarani. Kodiabi'i kania oakaramisiki ho, kodiania akaramisiki jaboni ada kodiabi'i. Vakava'ibodivarani'a bana ida kidibadani danokia okabadanibakhiana mahija kidiania oakaramisina-ra avarigavini.<CM>"
43,14,12,"Ka'oa hiki hida kodivarani. Hora vakaijokakia bada bini'aki bana ida badani danoki, kodibadani danoki fori hiki. Kodiabi'i kania oajoina mani ida kodibadania avakabadanini-ra oanarafiavini hija bana.<CM>"
43,14,13,Avava'ini-ra onahonariahihivini vani a'onira ono'avini hiki bana ida kodiania avakanikhariaki. A'onira ono'avini hiki onanokiaja kaimoni ida kodiabi'i jahana danona.
43,14,14,Bada oni'aki bana ida oonina hora avakanikhariavini hiki avava'ini-ra onahonariahihivini oadani.<CM>
43,14,15,"<TS1>Jesua vara bivani'ajoraki ada Ma'onahai Jahaki khana kidipohi vakadiania<Ts>Hari. Oniaroa, asia vara niha ada Jesus:<CM>—Hora avanakaidivahi; vanaaba'a bana hida a'onira ohonariavini hiki."
43,14,16,Kodiabi'i-ra okanikhariahi Ma'onahai Jahaki-ra karonavini; bikaronamaniha ada Ma'onahai Jahaki avakadiania. Kakodiahi abono hoariha ada. Ka'oa hiki ada. Hojahaha'oadahaki bana ada avakadiania mahi anokhomirikia.<CM>
43,14,17,"Ija'ari Deu-ra vanofirikia ni-vakaabokaki ida kakodiahi abono-ra vagathanivini. Vanokiriha ada, avigariha ada jaboni, oniani ida vagathanivini vakaabokaravini hija. A'onivani avarigaki bana ada. Avakadiania ibaviki bana ada, avava'ini-ra nahonariahihiki bana ada, oniani ida avarigavini hija bana."
43,14,18,"Ai ohina kaba'i, ni-a'onira okava'ipahinirihi bana. Ni-kamaboa fori avihirihi bana. Ojoiki bana ho avakadiania.<CM>"
43,14,19,"Hari. Mahi ipohiriki hora vanokijanariha bana adani Deu-ra vanofiriki. A'onivani hora avanoki'ianaki bana a'oni. Oahokiki bana ho, oniania ida a'onira nahokihaha'oadahaja Deus kania bana.<CM>"
43,14,20,"Oahokina kamahini avarigaki bana ida kodiabi'i kania oakaramisiha'oadahana. Avarigaki jaboni ida kodiania avarakaramisijahakini, avakadiania jaboni oakaramisijahakina."
43,14,21,"Ija'aria bikapoarihi ida oathi ohonariavini hiki, binaabahi jaboni ida oathi, oniani ida hora nakaidivavini-ra nanokiavini hija. Kodiabi'i vania binakaidivaja ida ija'ari hora nakaidivaki. Hovani jaboni onakaidivaki ida ija'ari hora nofijahakiki, kidiania ookhaki ho, oabono onanokiaja kaimoni.<CM>"
43,14,22,"Jesu-ra vara ni'a'aha ada Judas hoariha. Judas Iscariotes hiriha ada Jesu-ra vara ni'a'iki. Bini'aha:<CM>—Vahoariha ira vanofiriki vakadiania iabono inanokiaravini kaba'i, nihaniki vania iabono inanokiaki i akadiania?<CL>"
43,14,23,Jesua bigathani'ihi ida kidina'dohi:<CM>—Hora nakaidivakia binaabaki ida oathi oka'ojomo'ivini hi'iki. Kodiabi'ia binakaidivaki jaboni ida oathi-ra naaba'iki. Aokhaki hari kodiabi'i khama arihojaja kaimoni aribavi'ina kidiania.<CM>
43,14,24,"Hora nofirikia ni-binaabaki ida oathi oka'ojomo'ivini hi'iki, oniani ida kidiania oabono onanokiaravini hija. Nimania hida kodiabi'i athi vara a'onira oni'abakhiavini hi'iki. Kodivarani hirihi hida. Kodiabi'i kavarani hida."
43,14,25,Hihida varani a'onira onava'isohivini hi'iki ohojana oadani avakadiania.
43,14,26,Naothinia Ma'onahai Jahaki maina a'onira kakodiaja bana. Oathi hahavi nahina hinia a'onira ka'ojomo'iki bana ada.<CM>Kodiabi'ia bikaronaki bana ada Ma'onahai Jahaki onaothi aja'dini kaimoni avava'ini bodinia hojara kaimoni. Ovari a'onira nava'ihokivini hiki bana hida oathi a'onira onava'isohivini hi'iki.
43,14,27,Kodiva'ijahajahaia a'onira ono'aki bana ho. Deu-ra ogariki athini fori hirihi hida oathi. Deu-ra ogariki ija'ari hoariha va'ini-ra najahajahavini vani fori hirihi hida avava'ini-ra onajahajahavini. A'onira ono'avini hiki ida ova'i jahajahani. Hari'a avava'ini soko iniva. Hari'a vaofini.<CM>
43,14,28,"Avakamitha'iki ida vara a'onira oni'avini hi'iki: Ai ohiki bana ho kodiabi'i kania ookhana. Naothinia ojoiki bana ho avakadiania. Ai ohina-ra okahivini mani ida avava'ini-ra soko ani'aja. Hari'a avava'ini soko iniva. Hora avanakaidivahi; khai avani'ahi ida kodiabi'i kania ookhana. Jahani arafiaki ida kodimoni hini kodiabi'i kania ohoja'ianana bana, oniani ida kidiania oajoina-ra khai avani'avini-ra najahaja. Kodiabi'i ka'ogahai danokia biaradamiki ida kodi'ogahai danoki.<CM>"
43,14,29,A'onira onava'isohijoravini hiki hida ai ohina kavaranihi namitharini oadani. A'onira onava'isohijoravini hiki ida namithani kamahini avakajari'daria kaimoni.
43,14,30,"Mitihini khaki bana ada Deu-ra vanofiriki vakadika'da'di, oniani ida vara a'onira oni'avini-ra ona'oadavini-ra okaabokaravini hija bana. Ni-ova'i-ra nahonariahihiriha ada Jahari. Ni-hora kaabokaki."
43,14,31,"Onaabahahaviki ida kodiabi'i athi hora honariavini hiki, ija'aria avigaja kaimoni ida Deu-ra onakaidivavini. Hari. Ai arihi'ava hihida ibavia — va'ora ni'aha ada Jesus.<CM>"
43,15,1,"<TS1>Uva avani fori hiki ada Jesus<Ts>Hari. Oniaroa, Jesus va'ora ni'a'aha adani ipohina:<CM>—Hovani oa uva avani fori ohiki ho. Hovani uva avani ka'oa ho. Kodiabi'i uva avani akadava'ava abono fori hiki ada.<CM>"
43,15,2,"Uva vadini fori vihiki adani ija'ari avakaramisiki kodiania. Ihi'ai vadini avania bonoki fori vihiki adani vava'i onahonariahihiki. Vahoariha ni-vakapoariki ida vava'i onahonariahihivini, oniani ida ihi'ai vadini avania bonoriki fori va'ora nihaja. Hari. Uva avani akadava'ava abonoa biava'boa'ihi ida vadini bonoriki vadini 'damani akaramisini kania. Ihi'ai vadini hoariha bono'ini a'di'ihi, biava'boahi ida uva vadini, moa'ianahi, jaha'ianaja kaimoni ida vadini mova'ianaki. Bono'ianani kamasikoni aipohi'ihi ida ihi'ai."
43,15,3,Hari. Kodi'ojomo'ihi athini a'onira onava'isohivini hi'iki a'onira najaha'iki a'oni. Kodiania avaakaramisiha'oadaha bana mahija avava'ini-ra onahonariahihivini. Avakhanini vani oakaramisiki ho avakadiania. Vadini uva avani akaramisihi; bonohi. Onivani fori hija ida namithaki avakadiania. Kodiania avarakaramisihi; kodihojai jahaki nokiahi avakadiania. Avakaabokahi ida a'onira ohonariavini hiki.<CM>
43,15,5,"Hovani uva avani fori ohiki ho. A'onivani uva vadini fori avihiki a'oni. Kodiania akaramisihi ida kodija'ari, kidiania oakaramisiki ho jaboni, oniani ida nahina onofiki-ra kaabokavini hija, oniani ida ihi'ai vadini bonohahaviki fori a'onira nihaja. Anosoroniki ida ihi'ai bonojahakiki. Kodiania avarakaramisirihi; ava bonoriki fori avihihi. A'onira oakodiaravini oadani, ni-kodihojai onofiki-ra avakaabokaki.<CM>"
43,15,6,"Ija'aria bikapoaririhi ida va'ini onahonariahihivini, ni-kodiania akaramisijanaki. Ihi'ai vadini ara'okho'iki fori hihi, oniani ida ija'aria biava'boavini hija. Binahokahihi ida vadini ara'okho'iki, biosona'ihi siho kania aha'di'ihi."
43,15,7,Kodiania avarakaramisihi; avava'ini bodinia oathi hojahaha'oadahahi. Avava'ini bodinia oathi hojahaha'oadahahi; avagathanihi bana ida nahina hahavi avanofiki kodiabi'i kania avakanikhariaki.
43,15,8,"Kodihojai-ra avanasohijahakihi; ihi'ai vadini bonohahaviki fori avihihi. Ija'aria khai vani'aki ida kodiabi'i jahana danona nokiaki avakadiania, avigaki ida oipohina avihini.<CM>"
43,15,9,Kodiabi'i hora nakaidivavini vani fori hiki ida a'onira onakaidivavini jaboni. Onivani fori hora vaniha. Vakapoari bana ida avava'ini-ra onahonariahihivini mahija a'onira onakaidivaha'oadahavini.
43,15,10,"A'onira ohonariavini hiki-ra avanaabajahakihi; a'onira onakaidivaha'oadahahi. Onivani fori ohija, kodiabi'i hora honariavini-ra onaabajahakivini, oniani ida hora nakaidivaha'oadahavini hija.<CM>"
43,15,11,"Onofiki ida kodikhaiini avakadiania hojani, oniani ida kodivarania a'onira onava'isohivini hija, hihavija kaimoni ida avakadikhaiini."
43,15,12,Nimania hida kodihonari avanaabaki kaimoni; avaabononi vakanakaidivakhamaha'oadaha bana a'onira onakaidivajahakivini vani fori vihi'a bana.
43,15,13,"Ija'ari abononi va'ahahi abinini va'ora akava'ijoara kaimoni adani kidiva'ahi, arafia'oamanija ida va'ora nakaidivavini. Ni-badani hoariha biaradaki ida abononi va'ahavini abinini vakadimoni.<CM>"
43,15,14,"Kodihonari-ra avanaabahi; kodiva'ahi avihihi. Ni-kodihonai abonoa a'onira onaoniki. Ni-ka'da'dia binanamithaki ida kidiva'ibodivarani kidihonai abono vakadimoni. Kidiva'ahi vani adani va'ora nanamithara. Honai abono fori avihirihi. Kodiva'ahi oamani a'oni. A'onira onanamithahahavivini hiki hida varani kodiabi'i hora nava'isohivini hi'iki, oniani ida kodiva'ahia a'onira onaonivini hija.<CM>"
43,15,16,Ni-hora avanagathogatho'iki avakadiva'ahi ohija kaimoni. Hovani a'onira onagathogathoja kodiva'ahi avihija kaimoni. A'onira oani'iki ho bada avani'aja kaimoni ida a'onira ohonariavini hi'iki. A'onira ohonariavini hiki-ra bada avani'ahi; ihi'ai vadini bonohahaviki fori avihihi. Avava'ini-ra onahonariahihivini oadani badani avanamonaha'iki a'bo'da'iki. Oniania kodiabi'i a'onira no'avini hiki bana ida nahina oonina avakanikhariaki kidiania. Kodibadania avakabadanini mani ida a'onira no'avini hija bana.
43,15,17,"Nimania hida kodihonari avanaabaki kaimoni, avaabononi vakanakaidivakhama'a bana.<CM>"
43,15,18,"<TS1>Vajaharihariki bana adani Jesus ipohina<Ts>Hari. Oniaroa, Jesus va'ora ni'aha adani ipohina:<CM>—Deu-ra vanofiriki a'onira vakaimajaharihi; vakava'ihoki bana ida a'onira vakaimajaharavini viahania, homiro'a hora vakaimajaharavini."
43,15,19,"Deu-ra vanofiriki fori avihija vaha; a'onira vanofijahakimaniha, vakadija'ari avihihi vaha jaboni. A'onira onagathogatho'iki ho Deu-ra vanofiriki vahararana. Ni-vakadija'ari fori avihijanarihi, oniani ida a'onira vakaimajaharavini hija.<CM>"
43,15,20,Vakava'ihoki bana hida kodivarani. Ka'da'dia bivaka'da'diki ada honai abono. Ni-honai abonoa bivaka'da'diki ada vaka'da'dina hiki. Ija'aria binaibavijahajahakiha ada ka'da'di; binaibavijahajahakiha jaboni ada ka'da'di kahonai abono. Deu-ra vanofiriki hora vanajaharihariha; a'onira vanajaharihariha jaboni. Vahoariha oathi-ra vanaabaha; avaathini-ra vanaabaha jaboni.<CM>
43,15,21,"Oipohina avihini mani ida a'onira vanajahariharivini hija bana. Avigariki ida Deus hora karona'avini, oniani ida a'onira vanajahariharivini hija bana."
43,15,22,Vakadihojai asohirikia va'ora vara oni'a'iki adani. Vakadihojai asohirini-ra avigaravini-ra vakahi'imariniki adani. Avigaki ida. Va'ora vara oni'arara vaha; ni-Deus va'ora kaihamahiki vaha hora vakajonivinia.
43,15,23,Ija'ari hora kaimajaharihi; bikaimajahariha jaboni ada kodiabi'i.<CM>
43,15,24,"Bada oni'a'iki ida badani danoki vakadiania vahoariha vakaabokariki. Badani danokia okabadanirija vaha; ni-Deus va'ora kaihamahivini hiki vaha ida hora vakajonivini. Hojai jahariki ida hora vakajonivini. Vanokivini kaba'i ida kodibadania okabadanina, hora vakaimajahariha, oniani ida kodiabi'i-ra vakaimajaharavini hija jaboni."
43,15,25,"Deua bivava'isohihijora'iki ida vakadihojai. Vakadiva'isohihi jiriki kapapirania hojaki hida athii:<CI><PI>“Niha va'ora oni'a'aravini kaba'i, ni-hora<CI><PI2>vakaimajahapa'itxiki.”<CI><PI0>Hari. Hora vakaimajaharavini vani namitha'ia ida Deua bivava'isohihijora'iki vakadiania.<CM>"
43,15,26,"Hari. Khaki bana ada Ma'onahai Jahaki. Kakodiahi abono ada. Ovari ija'ari-ra anigahijahakiki, avigaja kaimoni ida Deus niha ninina. Kodiabi'i kania hojaha ada Ma'onahai Jahaki. Kodiabi'i kania oajoisina kamahini okaronaki bana ada avakadiania khana. Kaikahina vani avakamithaki bana ida Ma'onahai Jahaki athi avava'ini bodinia vara hora vani'avini.<CM>"
43,15,27,"A'onivani jaboni vara avavani'aki bana ida varani ohina vahoariha vakamithaja kaimoni. Kodibadani kama'dani vani hora avavaipohiha'ia, oniani ida varani ohina-ra avarigajahakivini hija.<CM>"
43,16,1,"<TS1>Jesus va'ora nava'isohijora'iki adani ipohina<Ts>Hari. Oniaroa, Jesus va'ora ni'a'aha adani ipohina:<CM>—A'onira onava'isohijoravini hiki hida varani avakava'ipahiniria kaimoni ida hora avavakaijokavini."
43,16,2,A'onira bana avakakojaonaniki bana adani hora vanofiriki Deu-ra vara ani'avini kagorani bodinia avajoijanaria kaimoni. Khaki bana ida mahi ija'ari a'onira vanaabinivini-ra vanofivini kamahini. Badani Deua binofikia vakabadaniki vaabono vavanihavini mani ida a'onira vanaabinivini hija bana.
43,16,3,"Ija'ari hora avigariki, ni-kodiabi'i-ra avigaki jaboni, oniani ida a'onira vanapohimajavini hija bana."
43,16,4,"A'onira onava'isohijoravini hiki ida namithaki kaimoni avakadiania, oniani ida, namithani kamahini, kodivarani-ra avakava'ihokivini hija bana.<CM>"
43,16,5,"<TS1>Ma'onahai Jahaki kabadani varani hini<Ts>Hari. Oniaroa, asia vara niha ada Jesus:—Hora avavaipohihabiininivini ni-a'onira onava'isohijoravini hiki ida avajahariharini kavaranihi. Avakadiania ohojahaha'oadahana mani ida a'onira onava'isohiravini hija.Naothinia ookhaki bana ho hora karona'iki kania. Ni-hora avanana'dohivini hiki ida hana ookhana.<CM> Kodivarania a'onira onava'isohijoravini mani ida avava'ini-ra mokara ni'a'ia. Hari'a bana avava'ini soko iniva."
43,16,7,Ka'oa hiki hida oathi. Jahaki bana ida oakara'ona avakadiania. Ni-jahaki ida ohojaha'oadahana avakadiania. Ai ohirihi; ni-khaki ada Ma'onahai Jahaki. Ai ohihi; khaki bana ada. Okaronaki bana ada khana avakadiania. Kakodiahi abono ada Ma'onahai Jahaki.<CM>
43,16,8,"Ma'onahai Jahaki khana kamahini Deu-ra vanofiriki-ra va'ora nava'isohijahakiki bana ada. Vava'i bodinia vara va'ora ni'aha, avigaja kaimoni ida vakadiva'ibodivarani asohirini Deus viaha. Asohirini mani ida vakadiva'ibodivarani, hojai jahariki makhanirini-ra vakahivini hija. Asohirini mani ida vakadiva'ibodivarani, hojai sohika'oaki hana hini Deua binofiki-ra avigaravini hija. Asohirini mani ida vakadiva'ibodivarani, Deus hojai asohiriki-ra naabosiravini-ra vakahivini hija. Asohirihi ida hora vakajari'davini. Hora vakajari'davini mani ida vakadihojai asohiriki makhaniriki vaabono vavanihavini hija. Asohirihi ida vakadiva'ibodivarani ojahaka'oarina-ra vakahivini. Kodihojai asohika'oarija vaha; ni-kodiabi'i kania oajoisina-ra akaabokaki vaha. Kodiabi'i kania oajoisina mani ida hora avanokijanaravini hija bana. Kodiabi'i kania oajoisi'ina mani ida vakadivarani asohiriki-ra nanokia'ia. Asohirihi ida ija'ari kahojai jahariki Deua binaabosiravini-ra vakahivini. Deu-ra vanofiriki vakadika'da'di-ra naima'banakarahovini-ra kahi'bo'daki ada Deus. Va'ora naima'banaki jaboni bana adani Deu-ra vanofiriki. Jaharikia Deus va'ora arakhaki bana adani Ibavi Jaharika'oakia.<CM> Series([], ) Series([], ) Series([], )"
43,16,12,Hojaki asia hida kodivarani oadaki a'onira onanamithavini hiki kaimoni. Arafiaki ida. Ni-avakaabokaki kaho ida mitha avani'avini afohahavi.
43,16,13,"Ma'onahai Jahaki kha'ina kamahini avava'ini bodinia a'onira nanamithavini hiki bana ada Deus niha ninina. Ka'oa hiki ida kidivarani. Kidiva'ibodivarani hirihi ida vara bivani'aja. Kodiabi'i athi mani ida vara bivani'aja bana. Ma'onahai Jahakia mitha bini'a'imidiaki ida Deua binava'isohivini, naothinia a'onira nanamithavini hiki ida nahina namithaki kaimoni Deua binava'isohijoravini hiki.<CM>"
43,16,14,"Kodiania Ma'onahai Jahakia bikamithaki bana hida oathi, naothinia a'onira nanamithavini hiki bana ida. Nimania hida ojahana, odanona hikia a'onira nanokiahivini bana."
43,16,15,Ma'onahai Jahakia bigathaniki bana ida akadivarani kodiabi'i khama. Ovari maina a'onira nava'isohivini hiki bana ida omonina bikamitha'iki — ipohina-ra va'ora ni'aha ada Jesus.<CM>
43,16,16,"<TS1>Vava'i mokara ni'imidiaha naothinia khai vakhani'aha<Ts>Hari. Oniaroa, Jesus va'ora ni'a'aha adani ipohina:<CM>—Mahi ipohiriki hora avanokijanarihi bana. Radahahi ida mahi ipohiriki hora avanoki'ianaki a'oni bana — va'ora ni'a'aha.<CM>"
43,16,17,"Jesus ipohina vahoarahanana vaabono vakanana'dohikhama'aha:<CM>—Nahina mani ida kidivarani hija? Haria nava'isohivini athini: Mahi ipohiriki anokijanaravini-ra kahiki ada. Radahahi ida mahi ipohiriki anoki'ianavini-ra kahiki ada. Kidivarani hiki jaboni ida: Kidiabi'i kania okhana-ra kahivini, oniani ida anokijanaravini hija."
43,16,19,"Jesua biogaki ida vanana'dohivini vanofivini, oniani ida va'ora ni'avini hija:<CM>—A'onira onava'isohijoravini hi'iki ida mahi ipohirikia hora avanokijanaravini. Mahi ipohiriki radahani hora avanoki'ianavini-ra okahi'iki ho. Hihida kodivarani mani koda ida avaabononi avakanana'dohikhamavini hija?<CL>"
43,16,20,"Asia vara niha ada Jesus:<CM>—Ka'oa hiki hida kodivarani. Avaasaraki bana a'oni avava'ini mokara nini. Deu-ra vanofiriki vani adani khai vakhanira bana. Mahi ipohiriki avava'ini mokara niki bana a'oni. Jorakia aabosiki bana ida avava'ini mokara nini, avava'ini khaii ninia.<CM>"
43,16,21,A'onira okavarajomivini hiki ida gamo 'banarahaki. Va'ini mokara niki ida gamo imani 'banania. Isai banini hini naothinia jorakia khaii ni'iki ida gamo. Jorakia biakava'i'biriniki ida imani 'banani-ra kamithavini. Khai bini'aki ida kidisai banini hi'ini.<CM>
43,16,22,Avakhanimanija bana. Hidakaba'i avava'ini mokara niki a'oni. A'onira onoki'ianavini kamahini khai avakhanikarahoki bana a'oni. Ni-nahina bikaabokaki ida avakadikhaiini-ra nihimavini.<CM>
43,16,23,"Khaki ida mahi vara ovani'aki, ni-nahina hora avakanikhariaki bana. Ka'oa hiki ida a'onira onava'isohivini hiki bana: Avava'ini-ra onahonariahihivini vani kodiabi'i-ra avakanikhariahi oonina, a'onira no'aha avakanikhariakia."
43,16,24,"Ni-oonina Deu-ra avakanikharia'iaki kaho avanofikia. Vakanikharia bana mahija avagathanivini, hihavija kaimoni ida avakadikhaiini.<CM>"
43,16,25,"<TS1>Jesus danona biaradaki ida Jahari danona<Ts>Hari. Oniaroa, asia vara ni'ianaha ada Jesus:<CM>—Kodihojai hiki ida rajomi kavaranihia okavaranina a'onira onava'isohija kaimoni. Khaki bana ida mahi rajomi kavaranihia okavaranijanarina kamahini. A'onira oka'ojomo'ivini vani a'onira onava'isohijahakivini hiki bana ida kodiabi'i varani hina avarigajahakija kaimoni.<CM>"
43,16,26,Khaki bana ida mahi kodiabi'i kania a'onira okanikhariajanaravini kamahini. A'onimaina oonina avakanikhariaki bana ida avanofiki kodiabi'i kania.
43,16,27,"Kodiabi'i a'onira nakaidivavini mani ida avakanikhariakia a'onira no'avini hija. Hora avanakaidivaki a'oni, Deus kania okha'ina-ra avakajari'darihi jaboni, oniani ida a'onira nakaidivavini hija.<CM>"
43,16,28,"Kodiabi'i kania ai ohihi, okha'ihi ija'ari vakadiania. Naothinia ai ohiki ho ija'ari vakadiania. Kodiabi'i kania oajoisiki bana ho — va'ora ni'aha.<CM>"
43,16,29,"Oniaroa, kidipohia vani'aha ada Jesus:<CM>—Haria inava'isohijahaki'iki i kadavarania. Ni-rajomi kavaranihia ikavaranijanaki.<CM>"
43,16,30,"Aogaki ida hahavi-ra iogavini. Aogaki ida ija'ari ira nana'dohiravini oadani ija'ari kava'ibodivarani-ra iogavini, oniani ida Deus kania ikhani-ra akajari'daravini hija — Jesu-ra vani'a'aha.<CM>"
43,16,31,Jesus va'ora ni'a'aha:<CM>—Hora avavakaijokamanija koda?
43,16,32,"Jorakia namithaki bana hida a'onira onava'isohivini hiki. Avaraganakhamaki bana a'oni avaibavinia. Hora avanahojahaki bana a'oni. Ni-ohoarana ohojaroniki bana, hojahaha'oadahaki ada kodiabi'i kodiania.<CM>"
43,16,33,"Kodivarania a'onira onava'isohi'iki ho afojora. Hora avavakaijokahi; kodiania avarakaramisihi, oniani ida avava'ini-ra najahajahaja. Ija'ari Deu-ra vakaimajahariki a'onira vanajaharihariki bana a'oni. Hari'a vaofini. Hora vavakaijoka bana. Nahina hahavi Jaharia bivaka'da'diki-ra okananabo'aja'iki ho.<CM>"
43,17,1,"<TS1>Jesua vara bini'a'iki ada kidiabi'i<Ts>Hari. Oniaroa, Jesus kavarani hari hi'ini naothinia, vada nama-ra ni'amananiha, bini'aha:<CM>—Kodiabi'i, ida kaikahi'ihi vara oabono ovani'avini hiki. Kadaisai ohina mani ida hora ianahokivini hija bana. Inanokia bana ida ojahana, odanona, ovagana hiki mahija ijahani, idanoni, ivagani hiki-ra onanokiavini jaboni."
43,17,2,"Hora ihonariavini hi'iki ida ija'ari hahavi-ra va'ora ovaka'da'divini, osa'a kabodinia vahoja'iki adani. Hora ino'avini vihiki jaboni adani ija'ari kodipohi vihira kaimoni, va'ora oakadava'ara kaimoni. Mahi ja'dini anokhomirikia va'ora ono'ara kaimoni adani va'ora oakadava'a'iki.<CM>"
43,17,3,"Ija'ari kamahi aja'diki haria vakaijoka'ikia biogaki ida ka'oa ihini, Deus hoarana ihini. Ni-hojaki ada Deus hoariha. Biogaki jaboni ida hora ikarona'avini, Cristo ohina, ija'ari hahavi vakadika'da'di ohija kaimoni. Nimania ida biogaki, haria vakaijokavini, oniani ida mahi aja'diki-ra vahojavini hija."
43,17,4,"Ija'ari-ra va'ora onanokiahivini hi'iki ida ijahani, idanoni hidiaja araboja. Ida ona'diahi'ihi badani hora ihonariavini hi'iki.<CM>"
43,17,5,"Kodiabi'i, arabo amonahani viahania ohoja'iki ho kadania. Iibavinia ohojana kari jahani arafiaki ida ojahana, odanona, ovagana hiki. Kadania ohoja'ianaki bana ho. Iva'aha bana ida ojahana, odanona, ovagana hiki-ra ovahoja'ianavini.<CM>"
43,17,6,"Ija'ari hahavi vahararana vahojaki adani ija'ari hora ino'avini vihi'iki, va'ora oakadava'ara kaimoni. Va'ora inamonaha'iki adani, hora ino'avini vihi'iki adani, kodija'ari vihira kaimoni. Va'ora oanigahi'iki adani, niha ini'inini ira avigara kaimoni. Iathini-ra vanaaba'iki adani.<CM>"
43,17,7,"Hari. Avigaki ida kodibadani, kodivarani hiki oabono ohonariaravini. Avigaki ida hahavi hora ino'avini hi'iki kadania khani."
43,17,8,Va'ora onanamithavini hi'iki ida iathini hora inava'isohivini hi'iki. Vakapoari'iki ida iathini. Avigaki ida kadania okhana kavaranihi ka'oa hini. Vakajari'darihi ida hora ikarona'avini.<CM>
43,17,9,"Ni-okanikhariaki ida ira vanofiriki vakadimoni. Vara ira oni'avini hiki va'ora ikajoamorara kaimoni adani va'ora oakadava'a'iki. Va'ora kajoamora bana adani kodipohi hora ino'avini vihi'iki. Kadaija'ari vihina mani ida ira okanikhariavini hija vakadimoni.<CM> Kadaija'ari hahavi adani oipohina. Kodiani hahavi adani kadaija'ari. Kodihojai jahakia vakahojaina mani ida ojahana, odanona, ovagana hiki-ra vananokiavini hija.<CM>"
43,17,11,"Kadania ookhaki bana ho. Ni-ija'ari vakadiania ohojajanarihi bana. Kodipohi vani adani vahojaronira bana ija'ari ira vanofiriki vakadiania. Kodiabi'i, ivani ijahaka'oaki i. Ionini ka'oa vani ida danoja. Hora ino'avini hi'iki ida ionini danoki.<CM>Va'ora akadava'a bana adani oipohina idanonia ija'ari hoarani fori vihira kaimoni. Hovani, ivani ija'ari hoarani fori arihiki hari. Onofiki ida harifori vihina, ija'ari hoarani fori vihira kaimoni."
43,17,12,"Vakadiania ohojana oadani va'ora oakadava'ahaha'oadahaki adani ionini danoki hora ino'avini hi'ikia. Va'ora oakadava'avini oadani kodiania akamadaki ada hoarana ka'oa. Iathini kapapirania vara bivani'ajora'iki ada ovari. Ibavi Jaharika'oakia okhana mani ida bana kodiania anakamadana hija, oniani ida ivava'isohihijoravini nanamithani hija kidiania."
43,17,13,"Hari. Ivahojaki kania ookha'ianaki bana ho. Ija'ari vakadiania ohojana oadani, vara ovani'a'iki hida oathi, hihavija kaimoni ida kodikhaiini oipohina vava'i bodinia.<CM>"
43,17,14,"Kodiabi'i, va'ora onanamitha'iki adani oipohina kadavarania, hofori vihira kaimoni, oniani ida ira vanofiriki va'ora vakaimajaharavini hija. Oipohina vakadiva'ibodivarani fori hirihi ida ira vanofiriki vakadiva'ibodivarani, oniani ida oipohina-ra va'ora vakaimajaharavini hija. Onivani fori ohija jaboni. Ni-kodiva'ibodivarani vakadiva'ibodivarani fori hiki.<CM>"
43,17,15,"Kodiabi'i, ni-ira okanikhariavini hiki ida va'ora ianivini ira vanofiriki vahararana. Ira okanikhariavini hiki ida va'ora iakadava'avini Jahari va'ora namakhanirara kaimoni."
43,17,16,"Kodiva'ibodivarani fori hirihi ida ira vanofiriki vakadiva'ibodivarani. Onivani fori vihira adani oipohina, vakadiva'ibodivarani fori hirihi jaboni ida ira vanofiriki vakadiva'ibodivarani.<CM>"
43,17,17,"Ka'oa hiki ida kadavarani hahavi. Va'ora anigahi bana mahija kadaija'ari ka'oa va'ora inihavini, oniani ida hojai inofikia va'ora kanahojaija.<CM>"
43,17,18,"Kodiabi'i, hora ikarona'iki ho ira avigariki vakadiania ookhana. Onivani fori vihira adani oipohina, va'ora okaronavini ira avigariki vakadiania avikhana."
43,17,19,"Oabono gahinai oniha'iki ho kadania nahina inofikia okabadanija kaimoni, va'ora oakava'ijoara kaimoni. Onofiki ida kadania oipohina vaabono gahinai vanihavini jaboni, oniani ida oabono gahinai onihaka'oavini hi'ia.<CM>"
43,17,20,"Kodiabi'i, ira okanikhariavini hiki va'ora ikajoamorara kaimoni adani oipohina. Oipohina omonina-ra vara avavani'aoniki bana vahoariha vakadiania. Va'ora kajoamora bana adani jaboni omonina-ra vakajari'dariki.<CM>"
43,17,21,"Kodiabi'i, ira okanikhariavini hiki hi'adani vajari'dariki hahavi ija'ari hoarani fori vihira kaimoni. Kodiania iakaramisiki i, kadania oakaramisiki ho jaboni. Onivani fori vihina va'ora onofira adani akadiania avakaramisi'iki adani, ija'ari hahavia vakajari'daria kaimoni ida hora ikarona'avini.<CM>"
43,17,22,"Ijahani, idanoni hikia hora ino'a'avini vani va'ora ono'a'ara adani jaboni ija'ari hoarani fori vihira kaimoni. Onofiki ida harifori vihina ija'ari hoarani fori vihina."
43,17,23,"Vakadiania oakaramisiki ho, kodiania iakaramisiki i jaboni, vaabono vakanakaramisikhamajahakira kaimoni, ija'ari hahavia aviga'ia kaimoni ida hora ikarona'avini, avigaja kaimoni jaboni ida va'ora inakaidivavini hora inakaidivavini vani fori hini.<CM>"
